provider,stratum,query_index,query,source_rank,provider_id,doi,title,year,type,venue_or_topic,rejection_reasons
crossref,information_attention,1,less is more heuristic information decision accuracy,33,10.1016/s0167-9236(02)00129-x,10.1016/s0167-9236(02)00129-x,Corporate disclosure dissemination: when more is less,2003,journal-article,Decision Support Systems,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,34,10.1109/lgrs.2026.3727071/v2/decision1,10.1109/lgrs.2026.3727071/v2/decision1,"Decision letter for ""When Less Is More: Simplicity Beats Complexity for Physics-Constrained InSAR Phase Unwrapping""",2026,peer-review,,type_not_allowed:peer-review
crossref,information_attention,1,less is more heuristic information decision accuracy,35,10.1109/lgrs.2026.3727071/v1/decision1,10.1109/lgrs.2026.3727071/v1/decision1,"Decision letter for ""When Less Is More: Simplicity Beats Complexity for Physics-Constrained InSAR Phase Unwrapping""",2026,peer-review,,type_not_allowed:peer-review
crossref,information_attention,1,less is more heuristic information decision accuracy,37,10.1016/j.obhdp.2007.01.003,10.1016/j.obhdp.2007.01.003,The illusion of knowledge: When more information reduces accuracy and increases confidence,2007,journal-article,Organizational Behavior and Human Decision Processes,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,38,10.65528/9780807771945-007,10.65528/9780807771945-007,"5. The More, the More (the Less, the Less)",2010,book-chapter,Giving Our Children a Fighting Chance,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,39,10.1109/lgrs.2026.3727071/v3/decision1,10.1109/lgrs.2026.3727071/v3/decision1,"Decision letter for ""When Less Is More: Simplicity Beats Complexity for Physics-Constrained InSAR Phase Unwrapping""",2026,peer-review,,type_not_allowed:peer-review
crossref,information_attention,1,less is more heuristic information decision accuracy,40,10.2139/ssrn.6325519,10.2139/ssrn.6325519,"More Information, Less Learning: How Disclosure Shapes Market Feedback",2026,posted-content,,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,43,10.1080/741944069,10.1080/741944069,Recall Accuracy and Illusory Memories: When More is Less,1999,journal-article,Memory,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,44,10.5194/wbf2026-820,10.5194/wbf2026-820,"More Data, Less Decision? Why Biodiversity and Decision-making Fails Without Local Realities, Institutional Fit, and Plural Values ",2026,posted-content,,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,45,10.1002/bdm.389,10.1002/bdm.389,"One mode of decision making (research)—no less, no more",2001,journal-article,Journal of Behavioral Decision Making,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,47,10.1002/j.2637-496x.2011.tb00430.x,10.1002/j.2637-496x.2011.tb00430.x,Doing More with Less,2011,journal-article,Information Display,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,48,10.1017/9781108123778.012,10.1017/9781108123778.012,Do It! Exercises Using the Optimization Decision Support Tool,,book-chapter,The Science of Strategic Conservation,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,49,10.1007/978-1-4612-2618-5_1,10.1007/978-1-4612-2618-5_1,"Minimaxity, More or Less",1994,book-chapter,Statistical Decision Theory and Related Topics V,missing_anchor_group:less is more|heuristic|fast and frugal
crossref,information_attention,1,less is more heuristic information decision accuracy,50,10.21203/rs.3.rs-971331/v1,10.21203/rs.3.rs-971331/v1,"Mandatory CME Grand Rounds Evaluations: More Data, Less Information",2021,posted-content,,missing_anchor_group:less is more|heuristic|fast and frugal
openalex,information_attention,2,rational inattention deliberate ignorance information avoidance,2,https://openalex.org/W4318253731,10.1007/s11301-023-00321-z,Ignorance in organisations – a systematic literature review,2023,review,Organizational Learning and Leadership,type_not_allowed:review;missing_anchor_group:rational inattention|deliberate ignorance|information avoidance
openalex,information_attention,2,rational inattention deliberate ignorance information avoidance,5,https://openalex.org/W4252000206,10.7551/mitpress/13757.003.0004,Homo Ignorans: Deliberately Choosing Not to Know,2021,book-chapter,Philosophical Ethics and Theory,missing_anchor_group:rational inattention|deliberate ignorance|information avoidance
openalex,information_attention,2,rational inattention deliberate ignorance information avoidance,6,https://openalex.org/W2924798414,10.1016/j.ecolecon.2019.02.010,Save the planet or close your eyes? Testing strategic ignorance in a charity context,2019,article,Experimental Behavioral Economics Studies,missing_anchor_group:rational inattention|deliberate ignorance|information avoidance
openalex,information_attention,2,rational inattention deliberate ignorance information avoidance,11,https://openalex.org/W2883445328,10.1007/s10462-018-9646-y,40 years of cognitive architectures: core cognitive abilities and practical applications,2018,article,AI-based Problem Solving and Planning,missing_anchor_group:rational inattention|deliberate ignorance|information avoidance
openalex,information_attention,2,rational inattention deliberate ignorance information avoidance,12,https://openalex.org/W2925496490,10.1017/s1930297500002874,Welfare effects of nudges: The emotional tax of calorie menu labeling,2019,article,Behavioral Health and Interventions,missing_anchor_group:rational inattention|deliberate ignorance|information avoidance
openalex,information_attention,2,rational inattention deliberate ignorance information avoidance,13,https://openalex.org/W3118038935,10.1257/jel.20201396,Satisficing: Integrating Two Traditions,2022,article,Decision-Making and Behavioral Economics,missing_anchor_group:rational inattention|deliberate ignorance|information avoidance
openalex,information_attention,2,rational inattention deliberate ignorance information avoidance,14,https://openalex.org/W2939443296,10.24926/265535.1950,Commercial Rationality and the Duty to Adjust Long-Term Contracts,1985,article,"Law, Economics, and Judicial Systems",missing_anchor_group:rational inattention|deliberate ignorance|information avoidance
openalex,information_attention,2,rational inattention deliberate ignorance information avoidance,15,https://openalex.org/W2096261678,10.3386/w14764,Groupthink: Collective Delusions in Organizations and Markets,2009,report,Experimental Behavioral Economics Studies,missing_anchor_group:rational inattention|deliberate ignorance|information avoidance
openalex,information_attention,2,rational inattention deliberate ignorance information avoidance,16,https://openalex.org/W3123667360,10.1007/s10683-017-9528-1,The BCD of response time analysis in experimental economics,2017,article,Decision-Making and Behavioral Economics,missing_anchor_group:rational inattention|deliberate ignorance|information avoidance
openalex,information_attention,2,rational inattention deliberate ignorance information avoidance,17,https://openalex.org/W2540902508,10.1146/annurev-economics-080315-015417,Measuring and Modeling Attention,2016,review,Decision-Making and Behavioral Economics,type_not_allowed:review;missing_anchor_group:rational inattention|deliberate ignorance|information avoidance
openalex,information_attention,2,rational inattention deliberate ignorance information avoidance,19,https://openalex.org/W3201116338,10.1016/j.aos.2021.101308,Regulatory mandates and responses to uncomfortable knowledge: The case of country-by-country reporting in the extractive sector,2021,article,"Auditing, Earnings Management, Governance",missing_anchor_group:rational inattention|deliberate ignorance|information avoidance
openalex,information_attention,2,rational inattention deliberate ignorance information avoidance,20,https://openalex.org/W7167266478,10.1038/s41598-026-59730-1,Evidence for multiple motivational accounts of willful ignorance in prosocial decision making beyond moral wiggling,2026,article,Psychology of Moral and Emotional Judgment,missing_anchor_group:rational inattention|deliberate ignorance|information avoidance
openalex,information_attention,2,rational inattention deliberate ignorance information avoidance,22,https://openalex.org/W2546578371,,Ignorance Production and Corporate Science,2015,dissertation,Ethics in Business and Education,missing_anchor_group:rational inattention|deliberate ignorance|information avoidance
openalex,information_attention,2,rational inattention deliberate ignorance information avoidance,23,https://openalex.org/W2171588792,10.5210/bsi.v11i2.92,Toward a Constructional Approach to Social Problems: Ethical and Constitutional Issues Raised by Applied Behavior Analysis,2002,article,Behavioral and Psychological Studies,missing_anchor_group:rational inattention|deliberate ignorance|information avoidance
openalex,information_attention,2,rational inattention deliberate ignorance information avoidance,24,https://openalex.org/W4407758643,10.1002/berj.4138,Tackling ignorance about law in human rights education,2025,article,Peace and Human Rights Education,missing_anchor_group:rational inattention|deliberate ignorance|information avoidance
openalex,information_attention,2,rational inattention deliberate ignorance information avoidance,25,https://openalex.org/W3021998117,10.1093/restud/rds030,Groupthink: Collective Delusions in Organizations and Markets,2012,article,Experimental Behavioral Economics Studies,missing_anchor_group:rational inattention|deliberate ignorance|information avoidance
openalex,information_attention,2,rational inattention deliberate ignorance information avoidance,26,https://openalex.org/W7162629716,10.1007/s11229-026-05625-7,All rationality is bounded,2026,article,Quantum Mechanics and Applications,missing_anchor_group:rational inattention|deliberate ignorance|information avoidance
openalex,information_attention,2,rational inattention deliberate ignorance information avoidance,27,https://openalex.org/W2884362697,10.1016/j.ijforecast.2018.07.015,Forecasting unknown-unknowns by boosting the risk radar within the risk intelligent organisation,2018,article,Economic and Technological Systems Analysis,missing_anchor_group:rational inattention|deliberate ignorance|information avoidance
openalex,information_attention,2,rational inattention deliberate ignorance information avoidance,28,https://openalex.org/W2788294898,10.1177/0266242618765231,"Why it takes an ‘ontological shock’ to prompt increases in small firm resilience: Sensemaking, emotions and flood risk",2018,article,Supply Chain Resilience and Risk Management,missing_anchor_group:rational inattention|deliberate ignorance|information avoidance
